phi_u	d_u	x_u	y_u	phi_v	d_v	x_v	y_v	phi_f	d_f	x_f	y_f
0.456	1.685	1.560	0.635	0.359	1.496	1.401	0.526	0.328	1.568	1.484	0.505
0.452	1.678	1.544	0.657	0.359	1.496	1.401	0.526	0.328	1.565	1.482	0.504
0.450	1.680	1.550	0.649	0.359	1.496	1.401	0.526	0.328	1.567	1.483	0.505
0.448	1.671	1.517	0.701	0.359	1.496	1.401	0.526	0.329	1.562	1.478	0.504
0.446	1.675	1.493	0.760	0.359	1.496	1.401	0.526	0.329	1.566	1.482	0.506
0.444	1.672	1.468	0.800	0.359	1.496	1.401	0.526	0.329	1.564	1.480	0.506
0.444	1.662	1.449	0.815	0.359	1.496	1.401	0.526	0.329	1.559	1.475	0.504
0.440	1.658	1.497	0.713	0.359	1.496	1.401	0.526	0.328	1.553	1.470	0.501
0.442	1.657	1.464	0.777	0.359	1.496	1.401	0.526	0.329	1.554	1.471	0.502
0.452	1.666	1.448	0.825	0.359	1.496	1.401	0.526	0.329	1.561	1.477	0.505
0.478	1.649	1.427	0.826	0.359	1.496	1.401	0.526	0.329	1.549	1.466	0.501
0.487	1.648	1.454	0.775	0.359	1.496	1.401	0.526	0.329	1.549	1.466	0.501
0.490	1.658	1.514	0.676	0.357	1.494	1.400	0.523	0.327	1.552	1.470	0.498
0.487	1.669	1.512	0.707	0.357	1.494	1.400	0.523	0.327	1.560	1.477	0.501
0.482	1.677	1.521	0.706	0.357	1.494	1.400	0.523	0.327	1.565	1.482	0.502
0.473	1.678	1.536	0.675	0.357	1.494	1.400	0.523	0.327	1.565	1.482	0.502
0.467	1.680	1.562	0.618	0.357	1.494	1.400	0.523	0.326	1.565	1.483	0.501
0.457	1.679	1.562	0.617	0.355	1.493	1.400	0.520	0.325	1.565	1.483	0.499
0.447	1.670	1.515	0.701	0.355	1.493	1.400	0.520	0.325	1.560	1.478	0.498
0.440	1.670	1.485	0.763	0.355	1.493	1.400	0.520	0.325	1.561	1.479	0.499
0.439	1.658	1.455	0.794	0.355	1.493	1.400	0.520	0.326	1.554	1.472	0.497
0.441	1.661	1.436	0.835	0.355	1.493	1.400	0.520	0.326	1.557	1.475	0.499
0.446	1.661	1.476	0.763	0.355	1.493	1.400	0.520	0.325	1.556	1.474	0.497
0.461	1.662	1.436	0.837	0.355	1.493	1.400	0.520	0.326	1.558	1.476	0.499
0.469	1.666	1.462	0.800	0.355	1.493	1.400	0.520	0.326	1.560	1.478	0.499
0.481	1.657	1.414	0.863	0.355	1.493	1.400	0.520	0.326	1.555	1.473	0.498
0.499	1.657	1.418	0.859	0.355	1.493	1.400	0.520	0.326	1.555	1.473	0.498
0.523	1.666	1.430	0.854	0.355	1.493	1.400	0.520	0.326	1.552	1.470	0.497
0.523	1.666	1.430	0.854	0.355	1.493	1.400	0.520	0.326	1.552	1.470	0.497
0.525	1.681	1.445	0.858	0.355	1.493	1.400	0.520	0.326	1.571	1.488	0.503
0.527	1.689	1.465	0.840	0.355	1.493	1.400	0.520	0.326	1.576	1.493	0.504
0.530	1.683	1.484	0.794	0.355	1.493	1.400	0.520	0.325	1.570	1.488	0.502
0.525	1.670	1.471	0.791	0.355	1.493	1.400	0.520	0.326	1.562	1.480	0.500
0.527	1.664	1.445	0.825	0.359	1.480	1.385	0.519	0.328	1.557	1.474	0.502
0.525	1.664	1.425	0.858	0.359	1.480	1.385	0.519	0.329	1.554	1.471	0.502
0.523	1.664	1.446	0.823	0.355	1.476	1.384	0.514	0.326	1.553	1.471	0.497
0.518	1.660	1.454	0.799	0.355	1.476	1.384	0.514	0.325	1.549	1.468	0.495
0.512	1.653	1.470	0.756	0.355	1.476	1.384	0.514	0.325	1.544	1.463	0.493
0.509	1.651	1.449	0.791	0.352	1.474	1.383	0.508	0.322	1.543	1.464	0.488
0.506	1.656	1.436	0.823	0.352	1.474	1.383	0.508	0.322	1.547	1.467	0.490
0.505	1.666	1.432	0.852	0.352	1.474	1.383	0.508	0.323	1.555	1.475	0.493
0.507	1.675	1.455	0.828	0.352	1.474	1.383	0.508	0.322	1.559	1.479	0.494
0.509	1.670	1.453	0.822	0.352	1.474	1.383	0.508	0.322	1.556	1.476	0.493
0.506	1.662	1.483	0.749	0.352	1.474	1.383	0.508	0.322	1.550	1.470	0.490
0.500	1.653	1.482	0.732	0.352	1.474	1.383	0.508	0.322	1.543	1.464	0.488
0.494	1.656	1.489	0.723	0.352	1.474	1.383	0.508	0.322	1.544	1.465	0.488
0.488	1.653	1.500	0.694	0.352	1.474	1.383	0.508	0.321	1.542	1.463	0.487
0.486	1.657	1.450	0.802	0.352	1.474	1.383	0.508	0.322	1.548	1.468	0.490
0.488	1.677	1.458	0.828	0.352	1.474	1.383	0.508	0.323	1.555	1.475	0.493
0.488	1.677	1.458	0.828	0.352	1.474	1.383	0.508	0.323	1.562	1.481	0.495
0.489	1.674	1.452	0.833	0.352	1.474	1.383	0.508	0.322	1.559	1.479	0.494
0.488	1.671	1.478	0.781	0.352	1.474	1.383	0.508	0.322	1.557	1.477	0.493
0.483	1.664	1.474	0.771	0.352	1.474	1.383	0.508	0.322	1.551	1.471	0.491
0.481	1.662	1.485	0.744	0.352	1.474	1.383	0.508	0.322	1.549	1.469	0.490
0.481	1.673	1.503	0.734	0.352	1.474	1.383	0.508	0.322	1.556	1.476	0.492
0.483	1.673	1.519	0.702	0.352	1.474	1.383	0.508	0.322	1.556	1.476	0.492
0.480	1.667	1.502	0.721	0.352	1.474	1.383	0.508	0.321	1.551	1.472	0.490
0.473	1.664	1.493	0.735	0.350	1.473	1.383	0.505	0.320	1.551	1.472	0.488
0.467	1.665	1.485	0.753	0.350	1.473	1.383	0.505	0.320	1.551	1.472	0.488
0.463	1.665	1.492	0.740	0.350	1.473	1.383	0.505	0.320	1.551	1.472	0.488
0.457	1.673	1.523	0.692	0.350	1.473	1.383	0.505	0.320	1.555	1.476	0.489
0.453	1.673	1.514	0.712	0.350	1.473	1.383	0.505	0.320	1.556	1.477	0.489
0.452	1.668	1.478	0.773	0.348	1.464	1.376	0.500	0.319	1.551	1.473	0.486
0.456	1.671	1.457	0.817	0.348	1.464	1.376	0.500	0.319	1.553	1.475	0.487
0.464	1.664	1.434	0.844	0.348	1.464	1.376	0.500	0.319	1.550	1.472	0.486
0.474	1.669	1.506	0.718	0.348	1.464	1.376	0.500	0.318	1.553	1.475	0.486
0.476	1.661	1.474	0.765	0.348	1.464	1.376	0.500	0.318	1.546	1.468	0.484
0.479	1.663	1.469	0.778	0.348	1.464	1.376	0.500	0.318	1.548	1.470	0.484
0.479	1.663	1.473	0.772	0.348	1.464	1.376	0.500	0.319	1.548	1.470	0.485
0.484	1.662	1.459	0.796	0.348	1.464	1.376	0.500	0.319	1.548	1.470	0.485
0.496	1.669	1.449	0.826	0.348	1.464	1.376	0.500	0.319	1.550	1.472	0.486
0.496	1.669	1.449	0.826	0.348	1.464	1.376	0.500	0.319	1.550	1.472	0.486
0.499	1.668	1.453	0.819	0.348	1.464	1.376	0.500	0.318	1.552	1.474	0.486
0.501	1.660	1.408	0.879	0.348	1.464	1.376	0.500	0.319	1.548	1.470	0.486
0.503	1.654	1.411	0.864	0.348	1.464	1.376	0.500	0.319	1.544	1.466	0.485
0.512	1.650	1.383	0.898	0.348	1.464	1.376	0.500	0.319	1.542	1.464	0.484
0.533	1.658	1.386	0.909	0.348	1.464	1.376	0.500	0.320	1.547	1.469	0.486
0.543	1.674	1.407	0.908	0.348	1.464	1.376	0.500	0.319	1.559	1.480	0.489
0.548	1.677	1.448	0.845	0.348	1.464	1.376	0.500	0.319	1.559	1.480	0.489
0.552	1.669	1.452	0.823	0.348	1.464	1.376	0.500	0.319	1.553	1.475	0.487
0.550	1.663	1.479	0.760	0.348	1.464	1.376	0.500	0.318	1.548	1.470	0.484
0.542	1.654	1.482	0.735	0.348	1.464	1.376	0.500	0.318	1.541	1.464	0.482
0.536	1.654	1.462	0.773	0.348	1.464	1.376	0.500	0.319	1.542	1.464	0.483
0.530	1.663	1.474	0.769	0.348	1.464	1.376	0.500	0.318	1.548	1.470	0.484
0.525	1.679	1.462	0.824	0.348	1.464	1.376	0.500	0.319	1.560	1.481	0.489
0.519	1.665	1.438	0.839	0.348	1.464	1.376	0.500	0.319	1.550	1.472	0.486
0.512	1.659	1.431	0.839	0.350	1.458	1.370	0.500	0.320	1.544	1.466	0.486
0.498	1.648	1.502	0.677	0.350	1.458	1.370	0.500	0.319	1.533	1.456	0.481
0.490	1.661	1.484	0.745	0.350	1.458	1.370	0.500	0.320	1.543	1.465	0.485
0.491	1.656	1.443	0.812	0.350	1.458	1.370	0.500	0.320	1.542	1.464	0.485
0.498	1.657	1.414	0.864	0.350	1.458	1.370	0.500	0.320	1.544	1.465	0.486
0.508	1.656	1.377	0.920	0.350	1.458	1.370	0.500	0.321	1.545	1.466	0.487
0.521	1.644	1.358	0.926	0.350	1.458	1.370	0.500	0.321	1.537	1.458	0.485
0.528	1.645	1.352	0.936	0.350	1.458	1.370	0.500	0.321	1.537	1.459	0.485
0.531	1.647	1.424	0.826	0.350	1.458	1.370	0.500	0.320	1.536	1.458	0.483
0.533	1.655	1.423	0.845	0.350	1.458	1.370	0.500	0.320	1.542	1.464	0.485
0.536	1.663	1.412	0.878	0.350	1.458	1.370	0.500	0.321	1.548	1.469	0.488
0.543	1.667	1.429	0.858	0.350	1.458	1.370	0.500	0.320	1.550	1.471	0.488
0.550	1.678	1.475	0.800	0.350	1.458	1.370	0.500	0.320	1.556	1.477	0.489
0.546	1.676	1.462	0.819	0.350	1.458	1.370	0.500	0.320	1.555	1.476	0.489
0.538	1.663	1.425	0.856	0.350	1.458	1.370	0.500	0.320	1.548	1.469	0.487
0.531	1.656	1.392	0.895	0.350	1.458	1.370	0.500	0.320	1.544	1.465	0.486
0.528	1.642	1.389	0.875	0.348	1.457	1.370	0.497	0.319	1.533	1.456	0.481
0.524	1.649	1.462	0.763	0.348	1.457	1.370	0.497	0.318	1.536	1.459	0.481
0.516	1.654	1.485	0.726	0.348	1.457	1.370	0.497	0.318	1.538	1.461	0.481
0.509	1.659	1.469	0.770	0.348	1.456	1.369	0.497	0.318	1.543	1.465	0.483
0.505	1.658	1.450	0.805	0.348	1.456	1.369	0.497	0.318	1.543	1.465	0.483
0.506	1.642	1.422	0.820	0.348	1.456	1.369	0.497	0.319	1.532	1.455	0.480
0.506	1.647	1.439	0.801	0.351	1.444	1.356	0.497	0.321	1.531	1.453	0.483
0.505	1.652	1.470	0.753	0.351	1.444	1.356	0.497	0.321	1.533	1.455	0.483
0.499	1.660	1.441	0.823	0.351	1.444	1.356	0.497	0.321	1.540	1.461	0.486
0.496	1.661	1.422	0.858	0.351	1.444	1.356	0.497	0.321	1.542	1.463	0.487
0.496	1.660	1.457	0.796	0.351	1.444	1.356	0.497	0.321	1.540	1.461	0.486
0.496	1.662	1.474	0.768	0.351	1.444	1.356	0.497	0.321	1.541	1.462	0.486
0.493	1.673	1.522	0.693	0.351	1.444	1.356	0.497	0.321	1.546	1.467	0.487
0.487	1.665	1.510	0.700	0.351	1.444	1.356	0.497	0.320	1.540	1.462	0.485
0.483	1.653	1.423	0.841	0.351	1.444	1.356	0.497	0.321	1.537	1.458	0.485
0.488	1.654	1.370	0.926	0.351	1.444	1.356	0.497	0.322	1.539	1.460	0.487
