phi_u	d_u	x_u	y_u	phi_v	d_v	x_v	y_v	phi_f	d_f	x_f	y_f
0.510	2.552	2.259	1.187	0.216	2.108	2.059	0.452	0.205	2.359	2.310	0.480
0.514	2.557	2.214	1.280	0.216	2.108	2.059	0.452	0.205	2.365	2.315	0.482
0.515	2.553	2.213	1.274	0.216	2.108	2.059	0.452	0.205	2.362	2.312	0.481
0.514	2.558	2.223	1.266	0.216	2.108	2.059	0.452	0.205	2.365	2.315	0.482
0.510	2.560	2.263	1.197	0.216	2.108	2.059	0.452	0.205	2.365	2.316	0.481
0.507	2.568	2.263	1.214	0.216	2.108	2.059	0.452	0.205	2.371	2.321	0.482
0.508	2.559	2.217	1.277	0.218	2.110	2.060	0.456	0.207	2.366	2.315	0.487
0.515	2.552	2.130	1.405	0.218	2.110	2.060	0.456	0.208	2.364	2.313	0.488
0.525	2.553	2.115	1.430	0.218	2.110	2.060	0.456	0.208	2.365	2.314	0.488
0.533	2.553	2.142	1.389	0.218	2.111	2.061	0.456	0.208	2.365	2.314	0.488
0.541	2.557	2.144	1.393	0.218	2.111	2.061	0.456	0.208	2.367	2.316	0.488
0.544	2.555	2.194	1.310	0.220	2.113	2.062	0.461	0.209	2.366	2.314	0.491
0.542	2.562	2.286	1.157	0.223	2.116	2.063	0.469	0.212	2.366	2.313	0.499
0.535	2.573	2.330	1.092	0.223	2.116	2.063	0.469	0.211	2.375	2.322	0.498
0.514	2.579	2.317	1.131	0.223	2.116	2.063	0.469	0.212	2.378	2.325	0.500
0.514	2.579	2.317	1.131	0.223	2.116	2.063	0.469	0.211	2.379	2.326	0.499
0.502	2.568	2.282	1.176	0.223	2.116	2.063	0.469	0.212	2.372	2.319	0.499
0.491	2.570	2.308	1.129	0.223	2.116	2.063	0.469	0.211	2.373	2.320	0.498
0.481	2.569	2.322	1.100	0.223	2.116	2.063	0.469	0.211	2.373	2.320	0.498
0.472	2.577	2.316	1.128	0.223	2.116	2.063	0.469	0.212	2.377	2.324	0.499
0.463	2.574	2.317	1.122	0.223	2.116	2.063	0.469	0.212	2.376	2.323	0.499
0.465	2.576	2.240	1.271	0.223	2.116	2.063	0.469	0.212	2.379	2.326	0.501
0.471	2.570	2.289	1.167	0.223	2.116	2.063	0.469	0.212	2.373	2.320	0.499
0.470	2.570	2.313	1.121	0.223	2.116	2.063	0.469	0.211	2.374	2.321	0.498
0.467	2.573	2.343	1.063	0.223	2.116	2.063	0.469	0.211	2.375	2.322	0.498
0.464	2.578	2.322	1.118	0.223	2.116	2.063	0.469	0.211	2.378	2.325	0.499
0.465	2.579	2.279	1.206	0.223	2.116	2.063	0.469	0.212	2.380	2.327	0.501
0.468	2.581	2.283	1.205	0.222	2.151	2.098	0.473	0.210	2.394	2.341	0.500
0.472	2.590	2.300	1.189	0.222	2.151	2.098	0.473	0.210	2.398	2.345	0.501
0.474	2.594	2.297	1.205	0.222	2.151	2.098	0.473	0.210	2.402	2.349	0.501
0.473	2.591	2.332	1.130	0.218	2.183	2.131	0.473	0.207	2.410	2.358	0.496
0.464	2.593	2.362	1.069	0.218	2.183	2.131	0.473	0.207	2.409	2.358	0.495
0.458	2.579	2.289	1.188	0.218	2.183	2.131	0.473	0.208	2.402	2.350	0.495
0.463	2.580	2.258	1.248	0.218	2.183	2.131	0.473	0.208	2.404	2.352	0.496
0.469	2.578	2.256	1.246	0.218	2.183	2.131	0.473	0.208	2.402	2.350	0.495
0.469	2.578	2.274	1.214	0.218	2.183	2.131	0.473	0.208	2.402	2.350	0.495
0.465	2.581	2.350	1.066	0.218	2.183	2.131	0.473	0.207	2.401	2.350	0.493
0.457	2.574	2.373	0.996	0.218	2.183	2.131	0.473	0.207	2.396	2.345	0.492
0.454	2.574	2.314	1.126	0.218	2.183	2.131	0.473	0.207	2.397	2.346	0.493
0.453	2.574	2.303	1.149	0.218	2.183	2.131	0.473	0.208	2.397	2.346	0.494
0.461	2.581	2.267	1.234	0.218	2.183	2.131	0.473	0.208	2.404	2.352	0.496
0.470	2.596	2.289	1.223	0.218	2.183	2.131	0.473	0.208	2.410	2.358	0.497
0.470	2.596	2.289	1.223	0.218	2.183	2.131	0.473	0.208	2.413	2.361	0.498
0.476	2.583	2.217	1.327	0.218	2.183	2.131	0.473	0.208	2.407	2.355	0.498
