phi_u	d_u	x_u	y_u	phi_v	d_v	x_v	y_v	phi_f	d_f	x_f	y_f
0.522	2.030	1.697	1.115	0.278	1.888	1.815	0.519	0.262	1.937	1.871	0.502
0.529	2.034	1.677	1.152	0.278	1.888	1.815	0.519	0.262	1.941	1.875	0.503
0.530	2.041	1.730	1.083	0.278	1.888	1.815	0.519	0.262	1.944	1.878	0.503
0.533	2.044	1.772	1.017	0.278	1.888	1.815	0.519	0.261	1.944	1.878	0.502
0.535	2.056	1.808	0.979	0.278	1.888	1.816	0.519	0.261	1.952	1.886	0.503
0.533	2.064	1.847	0.921	0.278	1.888	1.816	0.519	0.261	1.956	1.890	0.504
0.533	2.053	1.783	1.017	0.278	1.888	1.816	0.519	0.261	1.950	1.884	0.504
0.534	2.050	1.765	1.043	0.278	1.888	1.816	0.519	0.262	1.949	1.883	0.504
0.537	2.040	1.734	1.074	0.278	1.888	1.816	0.519	0.261	1.943	1.877	0.502
0.540	2.034	1.704	1.110	0.278	1.888	1.816	0.519	0.262	1.940	1.874	0.502
0.537	2.024	1.741	1.031	0.278	1.888	1.816	0.519	0.261	1.932	1.866	0.499
0.528	2.035	1.745	1.046	0.278	1.888	1.816	0.519	0.261	1.939	1.873	0.501
0.534	2.034	1.653	1.185	0.278	1.888	1.816	0.519	0.263	1.942	1.875	0.504
0.549	2.030	1.615	1.230	0.278	1.888	1.816	0.519	0.263	1.941	1.874	0.504
0.562	2.025	1.719	1.070	0.278	1.888	1.816	0.519	0.262	1.933	1.867	0.500
0.567	2.029	1.743	1.038	0.278	1.888	1.816	0.519	0.261	1.935	1.869	0.500
0.570	2.025	1.727	1.058	0.278	1.888	1.816	0.519	0.262	1.933	1.867	0.500
0.569	2.030	1.700	1.108	0.278	1.888	1.816	0.519	0.262	1.937	1.871	0.501
0.568	2.032	1.693	1.123	0.278	1.888	1.816	0.519	0.262	1.938	1.872	0.502
0.570	2.029	1.765	1.001	0.278	1.888	1.816	0.519	0.261	1.934	1.869	0.499
0.566	2.030	1.757	1.017	0.278	1.888	1.816	0.519	0.261	1.936	1.870	0.500
0.564	2.031	1.735	1.056	0.278	1.888	1.816	0.519	0.262	1.937	1.871	0.501
0.545	2.032	1.757	1.021	0.278	1.888	1.816	0.519	0.261	1.934	1.869	0.499
0.540	2.038	1.719	1.093	0.278	1.888	1.816	0.519	0.262	1.941	1.875	0.502
0.541	2.034	1.720	1.085	0.278	1.888	1.816	0.519	0.262	1.939	1.873	0.502
0.546	2.044	1.714	1.113	0.278	1.889	1.816	0.519	0.262	1.946	1.880	0.504
0.544	2.051	1.752	1.066	0.278	1.889	1.816	0.519	0.261	1.950	1.884	0.504
0.541	2.053	1.720	1.121	0.278	1.889	1.816	0.519	0.262	1.952	1.886	0.505
0.544	2.040	1.672	1.168	0.278	1.889	1.816	0.519	0.262	1.945	1.879	0.504
0.556	2.033	1.607	1.244	0.278	1.889	1.816	0.519	0.263	1.942	1.875	0.504
0.572	2.033	1.605	1.246	0.278	1.889	1.816	0.519	0.263	1.942	1.875	0.504
0.593	2.039	1.720	1.095	0.278	1.889	1.816	0.519	0.262	1.943	1.877	0.503
0.596	2.039	1.733	1.074	0.278	1.889	1.816	0.519	0.261	1.942	1.876	0.502
0.596	2.029	1.707	1.097	0.278	1.889	1.816	0.519	0.262	1.937	1.871	0.501
0.598	2.026	1.674	1.142	0.278	1.889	1.816	0.519	0.262	1.936	1.870	0.501
0.609	2.023	1.605	1.231	0.278	1.889	1.816	0.519	0.262	1.935	1.869	0.502
0.621	2.031	1.606	1.243	0.278	1.889	1.816	0.519	0.263	1.942	1.875	0.504
0.626	2.046	1.672	1.179	0.278	1.889	1.816	0.519	0.262	1.950	1.883	0.505
0.622	2.041	1.696	1.134	0.278	1.889	1.816	0.519	0.262	1.944	1.878	0.503
0.613	2.035	1.694	1.127	0.278	1.889	1.816	0.519	0.262	1.941	1.875	0.502
0.603	2.024	1.711	1.082	0.278	1.889	1.816	0.519	0.262	1.933	1.867	0.500
0.599	2.018	1.749	1.006	0.278	1.889	1.816	0.519	0.261	1.927	1.862	0.497
0.595	2.023	1.739	1.033	0.278	1.889	1.816	0.519	0.261	1.931	1.865	0.499
0.591	2.028	1.719	1.076	0.278	1.889	1.816	0.519	0.261	1.935	1.869	0.500
0.581	2.028	1.760	1.007	0.278	1.889	1.816	0.519	0.261	1.934	1.868	0.499
0.565	2.024	1.800	0.925	0.278	1.889	1.816	0.519	0.261	1.929	1.864	0.497
0.550	2.023	1.780	0.962	0.278	1.889	1.816	0.519	0.261	1.930	1.865	0.498
0.539	2.017	1.773	0.961	0.278	1.889	1.816	0.519	0.261	1.925	1.860	0.497
0.531	2.020	1.767	0.977	0.278	1.889	1.816	0.519	0.261	1.927	1.862	0.497
0.526	2.019	1.737	1.028	0.278	1.889	1.816	0.519	0.261	1.927	1.862	0.498
0.525	2.023	1.722	1.062	0.278	1.889	1.816	0.519	0.261	1.932	1.866	0.499
0.525	2.017	1.700	1.085	0.275	1.913	1.841	0.519	0.259	1.935	1.871	0.495
0.525	2.017	1.707	1.076	0.275	1.913	1.841	0.519	0.259	1.936	1.872	0.495
0.523	2.010	1.719	1.041	0.273	1.938	1.866	0.523	0.257	1.938	1.874	0.493
0.527	2.017	1.716	1.061	0.273	1.938	1.866	0.523	0.257	1.944	1.880	0.494
0.538	2.023	1.653	1.166	0.275	1.939	1.866	0.526	0.259	1.950	1.885	0.500
0.553	2.030	1.566	1.291	0.275	1.939	1.866	0.526	0.260	1.958	1.892	0.504
0.572	2.030	1.563	1.295	0.275	1.939	1.866	0.526	0.260	1.958	1.892	0.504
0.590	2.027	1.579	1.270	0.275	1.939	1.866	0.526	0.260	1.955	1.889	0.503
0.600	2.034	1.617	1.233	0.275	1.939	1.866	0.526	0.260	1.959	1.893	0.503
0.605	2.032	1.667	1.163	0.275	1.939	1.866	0.526	0.259	1.956	1.891	0.502
0.607	2.024	1.708	1.085	0.275	1.939	1.866	0.526	0.259	1.949	1.884	0.499
0.609	2.017	1.670	1.131	0.275	1.939	1.866	0.526	0.259	1.945	1.880	0.499
0.617	2.016	1.622	1.197	0.275	1.939	1.866	0.526	0.260	1.946	1.881	0.500
0.626	2.023	1.608	1.228	0.275	1.939	1.866	0.526	0.260	1.952	1.886	0.502
0.626	2.036	1.724	1.083	0.275	1.939	1.866	0.526	0.259	1.957	1.892	0.501
0.610	2.023	1.723	1.059	0.275	1.939	1.866	0.526	0.259	1.948	1.883	0.498
0.594	2.023	1.738	1.035	0.275	1.939	1.866	0.526	0.259	1.947	1.882	0.498
0.583	2.029	1.696	1.114	0.275	1.939	1.866	0.526	0.259	1.948	1.883	0.498
0.582	2.041	1.729	1.084	0.275	1.939	1.866	0.526	0.259	1.960	1.895	0.502
0.582	2.041	1.737	1.073	0.275	1.939	1.866	0.526	0.259	1.960	1.895	0.502
0.577	2.034	1.744	1.045	0.275	1.939	1.866	0.526	0.259	1.954	1.889	0.500
0.567	2.041	1.766	1.024	0.275	1.939	1.866	0.526	0.259	1.959	1.894	0.501
0.555	2.037	1.769	1.011	0.275	1.939	1.866	0.526	0.258	1.956	1.891	0.500
0.552	2.020	1.717	1.064	0.275	1.939	1.866	0.526	0.259	1.946	1.881	0.498
0.554	2.026	1.716	1.077	0.275	1.939	1.866	0.526	0.259	1.950	1.885	0.499
0.551	2.029	1.791	0.954	0.275	1.939	1.866	0.526	0.258	1.950	1.885	0.498
0.541	2.024	1.812	0.903	0.275	1.939	1.866	0.526	0.258	1.945	1.881	0.496
0.538	2.011	1.700	1.074	0.275	1.939	1.866	0.526	0.259	1.940	1.875	0.497
0.538	2.002	1.700	1.058	0.275	1.939	1.866	0.526	0.259	1.940	1.875	0.497
0.538	2.002	1.700	1.058	0.275	1.939	1.866	0.526	0.259	1.933	1.869	0.495
0.548	2.017	1.642	1.171	0.275	1.939	1.866	0.526	0.259	1.945	1.880	0.498
0.548	2.017	1.642	1.171	0.275	1.939	1.866	0.526	0.260	1.946	1.881	0.500
0.556	2.014	1.646	1.160	0.275	1.939	1.866	0.526	0.260	1.944	1.879	0.499
0.563	2.018	1.645	1.168	0.275	1.939	1.866	0.526	0.260	1.946	1.881	0.500
0.580	2.028	1.702	1.102	0.275	1.939	1.866	0.526	0.259	1.952	1.887	0.500
0.584	2.027	1.786	0.958	0.275	1.939	1.866	0.526	0.258	1.948	1.884	0.497
0.582	2.029	1.757	1.016	0.275	1.939	1.866	0.526	0.259	1.951	1.886	0.499
0.580	2.039	1.724	1.088	0.275	1.939	1.866	0.526	0.259	1.958	1.893	0.502
0.581	2.039	1.685	1.148	0.275	1.939	1.866	0.526	0.259	1.961	1.895	0.503
0.588	2.038	1.601	1.261	0.275	1.939	1.866	0.526	0.260	1.963	1.897	0.505
0.594	2.034	1.619	1.231	0.275	1.939	1.866	0.526	0.260	1.959	1.893	0.503
0.595	2.034	1.632	1.214	0.275	1.939	1.866	0.526	0.260	1.959	1.893	0.503
0.593	2.029	1.689	1.125	0.275	1.939	1.866	0.526	0.259	1.953	1.888	0.501
0.583	2.019	1.733	1.034	0.275	1.939	1.866	0.526	0.259	1.944	1.879	0.497
0.580	2.015	1.701	1.078	0.275	1.939	1.866	0.526	0.259	1.942	1.877	0.497
0.582	2.018	1.737	1.028	0.275	1.939	1.866	0.526	0.259	1.944	1.879	0.497
0.575	2.011	1.802	0.892	0.275	1.939	1.866	0.526	0.258	1.940	1.876	0.496
0.564	2.028	1.781	0.970	0.275	1.939	1.866	0.526	0.258	1.936	1.872	0.494
0.551	2.040	1.740	1.065	0.275	1.939	1.866	0.526	0.259	1.959	1.894	0.501
0.545	2.029	1.678	1.139	0.275	1.939	1.866	0.526	0.260	1.952	1.887	0.501
0.543	2.030	1.680	1.140	0.275	1.939	1.866	0.526	0.259	1.954	1.889	0.501
0.540	2.027	1.707	1.093	0.275	1.939	1.866	0.526	0.259	1.951	1.886	0.500
0.540	2.028	1.760	1.006	0.275	1.939	1.866	0.526	0.258	1.950	1.885	0.498
