phi_u	d_u	x_u	y_u	phi_v	d_v	x_v	y_v	phi_f	d_f	x_f	y_f
-0.097	2.541	2.528	-0.257	-0.480	2.119	1.880	-0.977	-0.448	2.344	2.112	-1.016
-0.097	2.541	2.528	-0.257	-0.480	2.119	1.880	-0.977	-0.448	2.339	2.108	-1.013
-0.101	2.535	2.520	-0.275	-0.478	2.116	1.879	-0.973	-0.446	2.335	2.106	-1.008
-0.105	2.525	2.506	-0.305	-0.478	2.116	1.879	-0.973	-0.447	2.327	2.099	-1.005
-0.115	2.533	2.497	-0.424	-0.476	2.112	1.878	-0.968	-0.445	2.332	2.105	-1.004
-0.130	2.525	2.472	-0.517	-0.476	2.112	1.878	-0.968	-0.445	2.328	2.101	-1.003
-0.146	2.544	2.470	-0.609	-0.476	2.112	1.878	-0.968	-0.446	2.341	2.112	-1.010
-0.159	2.544	2.488	-0.532	-0.478	2.116	1.879	-0.973	-0.447	2.341	2.111	-1.013
-0.168	2.560	2.532	-0.376	-0.478	2.117	1.880	-0.973	-0.447	2.352	2.121	-1.016
-0.168	2.538	2.510	-0.373	-0.478	2.117	1.880	-0.973	-0.447	2.337	2.107	-1.010
-0.171	2.542	2.511	-0.394	-0.478	2.117	1.880	-0.973	-0.447	2.340	2.110	-1.011
-0.177	2.547	2.511	-0.422	-0.478	2.117	1.880	-0.973	-0.447	2.343	2.113	-1.013
-0.179	2.551	2.535	-0.284	-0.478	2.117	1.880	-0.973	-0.446	2.346	2.116	-1.013
-0.176	2.556	2.539	-0.289	-0.480	2.081	1.846	-0.962	-0.448	2.337	2.106	-1.013
-0.166	2.545	2.532	-0.258	-0.480	2.081	1.846	-0.962	-0.448	2.330	2.100	-1.010
-0.149	2.538	2.532	-0.171	-0.478	2.117	1.880	-0.973	-0.446	2.337	2.108	-1.008
-0.120	2.528	2.523	-0.154	-0.478	2.079	1.845	-0.957	-0.446	2.336	2.108	-1.007
-0.120	2.528	2.523	-0.154	-0.478	2.079	1.845	-0.957	-0.446	2.318	2.091	-1.000
-0.114	2.529	2.506	-0.336	-0.474	2.113	1.880	-0.964	-0.443	2.329	2.104	-0.999
-0.115	2.538	2.499	-0.445	-0.474	2.113	1.880	-0.964	-0.444	2.336	2.110	-1.003
-0.125	2.560	2.528	-0.401	-0.485	2.049	1.813	-0.955	-0.447	2.336	2.106	-1.010
-0.161	2.553	2.498	-0.531	-0.485	2.049	1.813	-0.955	-0.453	2.327	2.093	-1.018
-0.161	2.553	2.498	-0.531	-0.485	2.049	1.813	-0.955	-0.453	2.327	2.092	-1.019
-0.175	2.556	2.480	-0.622	-0.485	2.049	1.813	-0.955	-0.454	2.330	2.094	-1.021
-0.181	2.556	2.511	-0.477	-0.485	2.049	1.813	-0.955	-0.453	2.328	2.093	-1.019
-0.183	2.555	2.511	-0.475	-0.485	2.049	1.813	-0.955	-0.453	2.328	2.093	-1.019
-0.182	2.541	2.513	-0.378	-0.485	2.049	1.813	-0.955	-0.453	2.318	2.084	-1.014
-0.177	2.525	2.508	-0.288	-0.485	2.048	1.812	-0.955	-0.452	2.306	2.074	-1.008
-0.155	2.550	2.529	-0.332	-0.485	2.049	1.813	-0.955	-0.452	2.309	2.077	-1.009
-0.155	2.550	2.529	-0.332	-0.483	2.047	1.813	-0.950	-0.452	2.324	2.090	-1.016
-0.143	2.546	2.527	-0.311	-0.483	2.047	1.813	-0.950	-0.451	2.319	2.088	-1.010
-0.118	2.550	2.538	-0.240	-0.483	2.047	1.813	-0.950	-0.451	2.315	2.084	-1.008
-0.118	2.550	2.538	-0.240	-0.483	2.047	1.813	-0.950	-0.450	2.322	2.091	-1.010
-0.115	2.554	2.541	-0.255	-0.483	2.047	1.813	-0.950	-0.450	2.325	2.093	-1.012
-0.115	2.550	2.527	-0.344	-0.485	2.049	1.813	-0.955	-0.452	2.324	2.090	-1.016
-0.142	2.538	2.493	-0.473	-0.478	2.116	1.879	-0.973	-0.452	2.330	2.096	-1.017
-0.142	2.538	2.493	-0.473	-0.478	2.116	1.879	-0.973	-0.452	2.330	2.096	-1.017
-0.148	2.545	2.519	-0.358	-0.478	2.116	1.879	-0.973	-0.447	2.341	2.111	-1.011
-0.147	2.546	2.537	-0.216	-0.478	2.116	1.879	-0.973	-0.446	2.342	2.113	-1.011
-0.142	2.533	2.529	-0.139	-0.478	2.116	1.879	-0.973	-0.446	2.333	2.105	-1.006
-0.138	2.545	2.521	-0.347	-0.478	2.116	1.879	-0.973	-0.444	2.334	2.107	-1.003
-0.141	2.558	2.533	-0.351	-0.478	2.116	1.879	-0.973	-0.447	2.350	2.119	-1.015
-0.139	2.547	2.537	-0.232	-0.478	2.116	1.879	-0.973	-0.446	2.342	2.113	-1.011
