phi_u	d_u	x_u	y_u	phi_v	d_v	x_v	y_v	phi_f	d_f	x_f	y_f
-0.636	1.317	1.034	-0.815	-0.983	1.031	0.572	-0.857	-0.880	1.161	0.740	-0.895
-0.612	1.311	1.050	-0.785	-0.984	1.028	0.569	-0.856	-0.880	1.156	0.736	-0.891
-0.611	1.299	1.043	-0.775	-0.984	1.028	0.569	-0.856	-0.880	1.147	0.731	-0.884
-0.617	1.303	1.038	-0.788	-0.984	1.028	0.569	-0.856	-0.880	1.151	0.733	-0.887
-0.628	1.304	0.981	-0.859	-0.984	1.028	0.569	-0.856	-0.881	1.154	0.734	-0.890
-0.643	1.296	1.004	-0.819	-0.984	1.028	0.569	-0.856	-0.881	1.146	0.730	-0.884
-0.652	1.295	1.040	-0.771	-0.986	1.031	0.569	-0.859	-0.883	1.145	0.727	-0.884
-0.656	1.290	1.035	-0.770	-0.984	1.028	0.569	-0.856	-0.880	1.141	0.727	-0.880
-0.654	1.292	1.060	-0.738	-0.984	1.028	0.569	-0.856	-0.880	1.141	0.727	-0.879
-0.645	1.300	1.031	-0.791	-0.983	1.027	0.569	-0.854	-0.879	1.141	0.728	-0.878
-0.645	1.300	1.031	-0.791	-0.983	1.027	0.569	-0.854	-0.879	1.148	0.732	-0.884
-0.650	1.307	0.987	-0.857	-0.983	1.026	0.569	-0.854	-0.880	1.156	0.736	-0.891
-0.659	1.318	0.969	-0.894	-0.983	1.026	0.569	-0.854	-0.881	1.164	0.741	-0.898
-0.664	1.305	1.021	-0.813	-0.983	1.026	0.569	-0.854	-0.880	1.152	0.734	-0.888
-0.639	1.301	1.116	-0.667	-0.983	1.026	0.569	-0.854	-0.878	1.143	0.730	-0.880
-0.628	1.308	1.111	-0.690	-0.984	1.028	0.569	-0.856	-0.880	1.150	0.733	-0.886
-0.623	1.305	1.075	-0.739	-0.984	1.028	0.569	-0.856	-0.880	1.149	0.732	-0.886
-0.621	1.294	1.090	-0.697	-0.984	1.028	0.569	-0.856	-0.880	1.144	0.729	-0.882
-0.621	1.294	1.090	-0.697	-0.984	1.028	0.569	-0.856	-0.880	1.141	0.727	-0.879
-0.617	1.281	1.057	-0.725	-0.984	1.026	0.568	-0.854	-0.880	1.133	0.722	-0.873
-0.608	1.288	1.042	-0.757	-0.984	1.025	0.568	-0.853	-0.880	1.138	0.725	-0.877
-0.598	1.280	1.022	-0.771	-0.984	1.025	0.568	-0.853	-0.880	1.134	0.722	-0.874
-0.594	1.277	0.988	-0.809	-0.986	1.020	0.564	-0.851	-0.881	1.132	0.720	-0.873
-0.602	1.289	1.001	-0.812	-0.988	1.016	0.559	-0.849	-0.884	1.138	0.722	-0.880
-0.615	1.290	1.021	-0.787	-0.988	1.016	0.559	-0.849	-0.883	1.138	0.722	-0.879
