phi_u	d_u	x_u	y_u	phi_v	d_v	x_v	y_v	phi_f	d_f	x_f	y_f
-0.346	2.633	2.506	-0.808	-0.340	2.641	2.490	-0.880	-0.322	2.584	2.451	-0.817
-0.346	2.633	2.506	-0.808	-0.340	2.641	2.490	-0.880	-0.322	2.579	2.447	-0.815
-0.341	2.618	2.468	-0.871	-0.340	2.643	2.492	-0.882	-0.322	2.569	2.437	-0.814
-0.340	2.608	2.436	-0.931	-0.340	2.643	2.492	-0.882	-0.323	2.564	2.432	-0.813
-0.345	2.589	2.455	-0.821	-0.340	2.643	2.492	-0.882	-0.322	2.550	2.419	-0.808
-0.343	2.593	2.465	-0.806	-0.340	2.643	2.492	-0.882	-0.322	2.553	2.422	-0.808
-0.337	2.601	2.477	-0.793	-0.340	2.643	2.492	-0.882	-0.322	2.558	2.426	-0.810
-0.334	2.610	2.477	-0.823	-0.340	2.643	2.492	-0.882	-0.322	2.565	2.433	-0.812
-0.333	2.623	2.477	-0.862	-0.340	2.643	2.492	-0.882	-0.322	2.573	2.441	-0.815
-0.332	2.629	2.491	-0.839	-0.340	2.643	2.492	-0.882	-0.322	2.577	2.444	-0.816
-0.331	2.631	2.517	-0.769	-0.340	2.643	2.492	-0.882	-0.322	2.579	2.446	-0.816
-0.330	2.631	2.479	-0.880	-0.340	2.643	2.492	-0.882	-0.322	2.579	2.446	-0.817
-0.328	2.633	2.461	-0.936	-0.340	2.643	2.492	-0.882	-0.322	2.581	2.448	-0.818
-0.328	2.633	2.461	-0.936	-0.342	2.646	2.493	-0.887	-0.324	2.582	2.447	-0.823
-0.330	2.633	2.467	-0.918	-0.342	2.646	2.493	-0.887	-0.324	2.581	2.447	-0.822
-0.332	2.626	2.472	-0.886	-0.342	2.646	2.493	-0.887	-0.324	2.576	2.442	-0.821
-0.345	2.622	2.388	-1.083	-0.341	2.645	2.493	-0.885	-0.324	2.576	2.442	-0.821
-0.351	2.624	2.438	-0.971	-0.341	2.645	2.493	-0.885	-0.324	2.576	2.442	-0.820
-0.357	2.631	2.438	-0.991	-0.341	2.645	2.493	-0.885	-0.324	2.581	2.447	-0.822
-0.362	2.629	2.483	-0.863	-0.341	2.645	2.493	-0.885	-0.323	2.578	2.444	-0.819
-0.362	2.628	2.507	-0.787	-0.341	2.645	2.493	-0.885	-0.323	2.576	2.443	-0.818
-0.358	2.620	2.490	-0.814	-0.341	2.645	2.493	-0.885	-0.323	2.571	2.438	-0.817
-0.351	2.619	2.508	-0.754	-0.341	2.645	2.493	-0.885	-0.323	2.571	2.438	-0.816
-0.347	2.622	2.508	-0.763	-0.341	2.645	2.493	-0.885	-0.323	2.572	2.439	-0.817
-0.342	2.620	2.505	-0.766	-0.341	2.645	2.493	-0.885	-0.323	2.571	2.438	-0.816
-0.334	2.626	2.535	-0.684	-0.341	2.645	2.493	-0.885	-0.322	2.575	2.442	-0.816
-0.314	2.625	2.472	-0.884	-0.345	2.648	2.492	-0.896	-0.327	2.572	2.436	-0.825
-0.310	2.625	2.462	-0.911	-0.345	2.648	2.492	-0.896	-0.328	2.577	2.440	-0.829
-0.310	2.620	2.462	-0.898	-0.345	2.648	2.492	-0.896	-0.328	2.574	2.437	-0.828
-0.313	2.630	2.470	-0.904	-0.345	2.648	2.492	-0.896	-0.328	2.580	2.443	-0.830
-0.316	2.636	2.467	-0.929	-0.347	2.650	2.492	-0.902	-0.329	2.585	2.446	-0.836
-0.321	2.636	2.496	-0.849	-0.347	2.650	2.492	-0.902	-0.329	2.585	2.446	-0.836
-0.323	2.638	2.499	-0.846	-0.347	2.650	2.492	-0.902	-0.329	2.586	2.447	-0.836
-0.326	2.636	2.461	-0.944	-0.347	2.650	2.492	-0.902	-0.330	2.585	2.446	-0.837
-0.335	2.642	2.474	-0.925	-0.347	2.650	2.492	-0.902	-0.330	2.588	2.449	-0.838
-0.345	2.649	2.439	-1.034	-0.347	2.650	2.492	-0.902	-0.330	2.595	2.455	-0.841
-0.350	2.644	2.459	-0.972	-0.347	2.650	2.492	-0.902	-0.330	2.591	2.451	-0.839
-0.353	2.638	2.466	-0.938	-0.347	2.650	2.492	-0.902	-0.329	2.587	2.448	-0.837
-0.356	2.630	2.482	-0.869	-0.347	2.650	2.492	-0.902	-0.329	2.581	2.442	-0.835
-0.352	2.625	2.525	-0.718	-0.347	2.650	2.492	-0.902	-0.329	2.576	2.438	-0.832
-0.346	2.627	2.530	-0.706	-0.347	2.650	2.492	-0.902	-0.329	2.577	2.439	-0.832
-0.342	2.630	2.497	-0.827	-0.346	2.708	2.547	-0.918	-0.328	2.598	2.460	-0.837
-0.343	2.636	2.479	-0.896	-0.346	2.708	2.547	-0.918	-0.328	2.603	2.464	-0.839
-0.343	2.633	2.456	-0.948	-0.346	2.708	2.547	-0.918	-0.328	2.601	2.462	-0.839
-0.335	2.627	2.508	-0.783	-0.346	2.708	2.547	-0.918	-0.328	2.596	2.458	-0.836
-0.328	2.622	2.510	-0.756	-0.346	2.708	2.547	-0.918	-0.328	2.592	2.454	-0.834
-0.322	2.621	2.482	-0.843	-0.346	2.708	2.547	-0.918	-0.328	2.592	2.454	-0.836
-0.319	2.632	2.467	-0.917	-0.346	2.708	2.547	-0.918	-0.328	2.601	2.462	-0.839
-0.320	2.641	2.467	-0.942	-0.346	2.708	2.547	-0.918	-0.328	2.607	2.468	-0.841
-0.337	2.639	2.492	-0.868	-0.346	2.708	2.547	-0.918	-0.328	2.607	2.468	-0.840
-0.337	2.639	2.492	-0.868	-0.346	2.708	2.547	-0.918	-0.328	2.605	2.466	-0.840
-0.338	2.626	2.469	-0.896	-0.346	2.708	2.547	-0.918	-0.328	2.597	2.458	-0.837
-0.338	2.617	2.436	-0.957	-0.346	2.708	2.547	-0.918	-0.328	2.592	2.453	-0.836
-0.352	2.622	2.458	-0.910	-0.346	2.708	2.547	-0.918	-0.329	2.592	2.453	-0.837
-0.354	2.624	2.488	-0.834	-0.346	2.708	2.547	-0.918	-0.328	2.594	2.456	-0.836
-0.352	2.619	2.483	-0.830	-0.346	2.708	2.547	-0.918	-0.328	2.590	2.452	-0.835
-0.344	2.609	2.506	-0.725	-0.346	2.708	2.547	-0.918	-0.328	2.583	2.446	-0.831
-0.338	2.609	2.502	-0.739	-0.346	2.708	2.547	-0.918	-0.328	2.584	2.446	-0.832
-0.331	2.617	2.511	-0.734	-0.346	2.708	2.547	-0.918	-0.328	2.589	2.451	-0.833
-0.323	2.631	2.499	-0.821	-0.342	2.763	2.603	-0.927	-0.325	2.617	2.480	-0.835
-0.319	2.635	2.487	-0.869	-0.342	2.763	2.603	-0.927	-0.325	2.619	2.482	-0.837
-0.316	2.635	2.482	-0.884	-0.346	2.768	2.603	-0.939	-0.329	2.622	2.481	-0.847
-0.312	2.626	2.490	-0.836	-0.346	2.768	2.603	-0.939	-0.329	2.615	2.475	-0.845
-0.313	2.627	2.480	-0.863	-0.346	2.768	2.603	-0.939	-0.329	2.615	2.475	-0.845
-0.312	2.625	2.489	-0.833	-0.346	2.768	2.603	-0.939	-0.329	2.614	2.474	-0.844
-0.313	2.623	2.513	-0.750	-0.346	2.768	2.603	-0.939	-0.329	2.612	2.472	-0.843
-0.312	2.620	2.516	-0.733	-0.346	2.768	2.603	-0.939	-0.328	2.611	2.471	-0.842
-0.313	2.611	2.492	-0.779	-0.346	2.768	2.603	-0.939	-0.329	2.605	2.465	-0.841
-0.312	2.613	2.508	-0.733	-0.346	2.768	2.603	-0.939	-0.328	2.605	2.466	-0.840
-0.308	2.618	2.511	-0.740	-0.346	2.768	2.603	-0.939	-0.329	2.609	2.469	-0.842
-0.306	2.608	2.425	-0.961	-0.346	2.768	2.603	-0.939	-0.330	2.604	2.464	-0.843
-0.310	2.619	2.416	-1.009	-0.348	2.769	2.603	-0.945	-0.331	2.612	2.470	-0.850
-0.315	2.626	2.445	-0.958	-0.348	2.769	2.603	-0.945	-0.331	2.616	2.474	-0.851
-0.321	2.638	2.474	-0.916	-0.348	2.769	2.603	-0.945	-0.331	2.624	2.482	-0.853
-0.326	2.643	2.500	-0.858	-0.348	2.768	2.602	-0.945	-0.331	2.627	2.485	-0.853
-0.330	2.636	2.512	-0.800	-0.348	2.768	2.602	-0.945	-0.331	2.622	2.480	-0.851
-0.331	2.628	2.504	-0.795	-0.348	2.768	2.601	-0.945	-0.331	2.616	2.474	-0.849
-0.333	2.619	2.497	-0.790	-0.348	2.768	2.601	-0.945	-0.330	2.610	2.469	-0.847
-0.337	2.622	2.488	-0.825	-0.348	2.768	2.601	-0.945	-0.331	2.612	2.470	-0.848
-0.339	2.619	2.473	-0.863	-0.348	2.768	2.601	-0.945	-0.331	2.611	2.469	-0.848
-0.340	2.625	2.447	-0.950	-0.348	2.768	2.601	-0.945	-0.331	2.615	2.473	-0.851
-0.336	2.609	2.441	-0.919	-0.348	2.768	2.601	-0.945	-0.331	2.604	2.462	-0.847
-0.333	2.612	2.459	-0.881	-0.348	2.768	2.601	-0.945	-0.331	2.606	2.465	-0.847
-0.329	2.616	2.475	-0.848	-0.348	2.768	2.601	-0.945	-0.331	2.608	2.467	-0.847
-0.334	2.633	2.447	-0.971	-0.348	2.768	2.601	-0.945	-0.332	2.621	2.478	-0.853
-0.343	2.640	2.427	-1.038	-0.348	2.768	2.601	-0.945	-0.332	2.626	2.483	-0.855
-0.353	2.643	2.418	-1.065	-0.348	2.768	2.601	-0.945	-0.332	2.628	2.485	-0.856
-0.359	2.651	2.485	-0.923	-0.348	2.768	2.601	-0.945	-0.331	2.633	2.490	-0.856
-0.362	2.644	2.465	-0.957	-0.348	2.768	2.602	-0.945	-0.331	2.629	2.486	-0.855
-0.362	2.646	2.490	-0.896	-0.348	2.768	2.602	-0.945	-0.331	2.630	2.487	-0.855
-0.354	2.640	2.522	-0.782	-0.348	2.768	2.602	-0.945	-0.331	2.625	2.483	-0.852
-0.346	2.629	2.533	-0.702	-0.348	2.768	2.602	-0.945	-0.330	2.616	2.475	-0.848
-0.335	2.627	2.532	-0.698	-0.348	2.768	2.601	-0.945	-0.330	2.614	2.473	-0.848
-0.332	2.625	2.460	-0.915	-0.348	2.768	2.601	-0.945	-0.331	2.615	2.473	-0.850
-0.331	2.628	2.418	-1.030	-0.348	2.768	2.601	-0.945	-0.332	2.619	2.476	-0.853
-0.330	2.619	2.468	-0.875	-0.348	2.768	2.601	-0.945	-0.331	2.611	2.469	-0.848
-0.325	2.621	2.497	-0.796	-0.348	2.768	2.601	-0.945	-0.331	2.612	2.470	-0.848
-0.319	2.628	2.516	-0.758	-0.348	2.768	2.601	-0.945	-0.331	2.616	2.474	-0.849
-0.312	2.632	2.533	-0.713	-0.348	2.768	2.601	-0.945	-0.330	2.618	2.476	-0.849
-0.307	2.631	2.511	-0.786	-0.348	2.768	2.601	-0.945	-0.331	2.618	2.476	-0.850
-0.312	2.615	2.479	-0.833	-0.348	2.768	2.601	-0.945	-0.331	2.607	2.466	-0.847
-0.319	2.606	2.464	-0.848	-0.348	2.768	2.601	-0.945	-0.331	2.601	2.460	-0.845
-0.322	2.604	2.481	-0.792	-0.348	2.768	2.601	-0.945	-0.331	2.600	2.459	-0.844
-0.309	2.621	2.509	-0.756	-0.348	2.768	2.601	-0.945	-0.330	2.607	2.466	-0.846
-0.303	2.629	2.510	-0.782	-0.346	2.766	2.601	-0.939	-0.329	2.616	2.476	-0.844
-0.302	2.621	2.511	-0.751	-0.346	2.766	2.601	-0.939	-0.328	2.611	2.471	-0.842
-0.300	2.616	2.549	-0.586	-0.344	2.764	2.601	-0.933	-0.326	2.605	2.468	-0.834
-0.296	2.622	2.542	-0.640	-0.344	2.764	2.601	-0.933	-0.326	2.610	2.472	-0.836
-0.298	2.625	2.501	-0.798	-0.344	2.764	2.602	-0.933	-0.327	2.613	2.475	-0.839
-0.300	2.621	2.479	-0.853	-0.344	2.764	2.602	-0.933	-0.327	2.611	2.473	-0.839
-0.303	2.624	2.436	-0.975	-0.344	2.764	2.602	-0.933	-0.328	2.614	2.475	-0.841
-0.308	2.615	2.447	-0.921	-0.344	2.764	2.602	-0.933	-0.327	2.607	2.469	-0.838
-0.313	2.613	2.490	-0.792	-0.344	2.764	2.602	-0.933	-0.327	2.605	2.467	-0.836
-0.324	2.634	2.474	-0.905	-0.344	2.764	2.602	-0.933	-0.328	2.617	2.478	-0.842
-0.325	2.630	2.493	-0.839	-0.344	2.764	2.602	-0.933	-0.327	2.617	2.478	-0.840
-0.331	2.627	2.464	-0.913	-0.344	2.764	2.602	-0.933	-0.327	2.616	2.477	-0.841
-0.339	2.618	2.471	-0.864	-0.344	2.766	2.604	-0.933	-0.327	2.609	2.471	-0.838
-0.343	2.612	2.465	-0.863	-0.344	2.766	2.604	-0.933	-0.327	2.605	2.467	-0.837
-0.339	2.619	2.453	-0.919	-0.344	2.766	2.604	-0.933	-0.327	2.607	2.469	-0.837
-0.339	2.619	2.453	-0.919	-0.344	2.766	2.604	-0.933	-0.327	2.611	2.473	-0.839
-0.340	2.621	2.467	-0.884	-0.344	2.767	2.605	-0.933	-0.327	2.611	2.473	-0.839
-0.338	2.627	2.504	-0.794	-0.344	2.767	2.605	-0.933	-0.327	2.615	2.477	-0.839
-0.331	2.631	2.505	-0.802	-0.344	2.767	2.605	-0.933	-0.326	2.617	2.479	-0.839
