phi_u	d_u	x_u	y_u	phi_v	d_v	x_v	y_v	phi_f	d_f	x_f	y_f
-0.045	1.973	1.973	-0.032	-0.238	1.798	1.748	-0.423	-0.217	1.859	1.815	-0.401
-0.032	1.981	1.974	-0.156	-0.238	1.798	1.748	-0.423	-0.218	1.863	1.819	-0.402
-0.037	1.984	1.974	-0.207	-0.233	1.796	1.748	-0.415	-0.214	1.863	1.821	-0.395
-0.048	1.982	1.967	-0.242	-0.233	1.796	1.748	-0.415	-0.214	1.865	1.822	-0.396
-0.059	1.981	1.964	-0.263	-0.233	1.796	1.748	-0.415	-0.214	1.865	1.822	-0.396
-0.064	1.969	1.964	-0.148	-0.233	1.796	1.748	-0.415	-0.213	1.856	1.814	-0.393
-0.062	1.963	1.963	-0.038	-0.233	1.796	1.748	-0.415	-0.213	1.852	1.810	-0.391
-0.057	1.978	1.978	0.044	-0.233	1.796	1.748	-0.415	-0.213	1.862	1.820	-0.393
-0.051	1.990	1.989	0.055	-0.233	1.796	1.748	-0.415	-0.212	1.869	1.827	-0.394
-0.048	1.993	1.993	-0.054	-0.233	1.796	1.748	-0.415	-0.213	1.872	1.830	-0.396
-0.049	1.995	1.991	-0.120	-0.233	1.796	1.748	-0.415	-0.214	1.873	1.830	-0.397
-0.052	1.982	1.973	-0.186	-0.233	1.796	1.748	-0.415	-0.214	1.865	1.822	-0.396
-0.052	1.976	1.970	-0.146	-0.233	1.796	1.748	-0.415	-0.213	1.860	1.818	-0.394
-0.042	1.966	1.960	-0.150	-0.233	1.796	1.748	-0.415	-0.214	1.853	1.811	-0.393
-0.042	1.974	1.966	-0.185	-0.231	1.796	1.749	-0.411	-0.212	1.860	1.818	-0.391
-0.048	1.973	1.963	-0.194	-0.231	1.796	1.749	-0.411	-0.212	1.859	1.817	-0.391
-0.058	1.974	1.966	-0.174	-0.231	1.796	1.749	-0.411	-0.212	1.859	1.817	-0.391
-0.070	1.975	1.967	-0.174	-0.228	1.820	1.773	-0.411	-0.209	1.867	1.826	-0.388
-0.077	1.977	1.975	-0.088	-0.228	1.820	1.773	-0.411	-0.209	1.869	1.828	-0.387
-0.081	1.986	1.979	-0.169	-0.223	1.844	1.798	-0.409	-0.205	1.883	1.843	-0.384
-0.081	1.987	1.980	-0.161	-0.223	1.844	1.798	-0.409	-0.205	1.883	1.843	-0.384
-0.082	1.986	1.978	-0.184	-0.223	1.844	1.798	-0.409	-0.205	1.883	1.843	-0.384
-0.082	1.982	1.977	-0.146	-0.223	1.844	1.798	-0.409	-0.205	1.879	1.840	-0.383
-0.082	1.990	1.986	-0.139	-0.223	1.844	1.798	-0.409	-0.205	1.886	1.846	-0.384
-0.079	1.994	1.989	-0.134	-0.223	1.844	1.798	-0.409	-0.205	1.888	1.848	-0.385
-0.074	1.977	1.971	-0.156	-0.223	1.844	1.798	-0.409	-0.206	1.877	1.837	-0.383
-0.065	1.980	1.980	-0.012	-0.223	1.844	1.798	-0.409	-0.205	1.876	1.837	-0.382
-0.061	1.991	1.987	-0.129	-0.223	1.844	1.798	-0.409	-0.205	1.886	1.846	-0.384
-0.057	1.993	1.989	-0.118	-0.223	1.844	1.798	-0.409	-0.205	1.886	1.847	-0.384
-0.051	1.992	1.992	-0.054	-0.223	1.844	1.798	-0.409	-0.205	1.886	1.847	-0.384
-0.049	1.987	1.981	-0.166	-0.223	1.844	1.798	-0.409	-0.205	1.884	1.844	-0.384
-0.049	1.982	1.972	-0.194	-0.223	1.847	1.801	-0.409	-0.205	1.880	1.841	-0.383
-0.051	1.981	1.973	-0.179	-0.224	1.848	1.802	-0.411	-0.206	1.881	1.841	-0.385
-0.054	1.980	1.976	-0.137	-0.224	1.848	1.802	-0.411	-0.206	1.880	1.840	-0.384
-0.055	1.974	1.968	-0.152	-0.224	1.848	1.802	-0.411	-0.206	1.876	1.836	-0.384
-0.055	1.981	1.980	-0.052	-0.223	1.848	1.802	-0.409	-0.205	1.880	1.841	-0.382
-0.054	1.976	1.976	0.002	-0.223	1.848	1.802	-0.409	-0.204	1.877	1.838	-0.380
-0.056	1.982	1.978	-0.124	-0.223	1.848	1.802	-0.409	-0.205	1.880	1.841	-0.383
-0.057	1.980	1.978	-0.089	-0.223	1.848	1.802	-0.409	-0.205	1.879	1.840	-0.382
-0.054	1.981	1.981	-0.037	-0.223	1.848	1.802	-0.409	-0.205	1.880	1.841	-0.382
-0.049	1.995	1.995	-0.013	-0.223	1.848	1.802	-0.409	-0.204	1.889	1.850	-0.383
-0.038	1.992	1.992	-0.002	-0.223	1.848	1.802	-0.409	-0.204	1.887	1.848	-0.383
-0.030	1.986	1.985	-0.057	-0.223	1.848	1.802	-0.409	-0.204	1.883	1.844	-0.382
-0.024	1.978	1.977	-0.049	-0.223	1.848	1.802	-0.409	-0.204	1.878	1.839	-0.381
-0.020	1.970	1.970	-0.044	-0.223	1.848	1.802	-0.409	-0.204	1.873	1.834	-0.380
-0.023	1.976	1.974	-0.094	-0.223	1.861	1.815	-0.412	-0.205	1.881	1.842	-0.383
-0.024	1.968	1.967	-0.072	-0.223	1.861	1.815	-0.412	-0.205	1.875	1.836	-0.381
-0.019	1.959	1.958	0.030	-0.223	1.861	1.815	-0.412	-0.204	1.869	1.830	-0.379
-0.015	1.960	1.959	0.059	-0.222	1.873	1.827	-0.412	-0.203	1.873	1.835	-0.377
-0.012	1.961	1.961	0.003	-0.223	1.874	1.828	-0.414	-0.205	1.875	1.836	-0.381
-0.015	1.959	1.958	-0.046	-0.223	1.874	1.828	-0.414	-0.205	1.873	1.834	-0.381
-0.017	1.962	1.960	-0.102	-0.223	1.874	1.828	-0.414	-0.205	1.876	1.837	-0.382
-0.021	1.968	1.965	-0.111	-0.223	1.874	1.828	-0.414	-0.205	1.879	1.840	-0.383
-0.024	1.965	1.963	-0.094	-0.223	1.874	1.828	-0.414	-0.205	1.877	1.838	-0.382
-0.020	1.959	1.959	-0.038	-0.223	1.874	1.828	-0.414	-0.205	1.874	1.835	-0.381
-0.014	1.960	1.957	0.107	-0.223	1.874	1.828	-0.414	-0.204	1.874	1.835	-0.379
-0.008	1.962	1.961	0.058	-0.223	1.874	1.828	-0.414	-0.204	1.875	1.836	-0.380
-0.004	1.975	1.975	0.007	-0.223	1.874	1.828	-0.414	-0.204	1.884	1.845	-0.382
-0.010	1.978	1.978	-0.041	-0.223	1.874	1.828	-0.414	-0.204	1.886	1.847	-0.383
-0.013	1.977	1.973	-0.123	-0.223	1.874	1.828	-0.414	-0.205	1.886	1.846	-0.384
-0.011	1.980	1.980	0.017	-0.223	1.874	1.828	-0.414	-0.204	1.887	1.848	-0.383
-0.005	1.969	1.969	0.033	-0.223	1.874	1.828	-0.414	-0.204	1.880	1.841	-0.381
0.003	1.968	1.964	0.128	-0.223	1.874	1.828	-0.414	-0.204	1.880	1.841	-0.380
0.009	1.969	1.967	0.080	-0.223	1.874	1.828	-0.414	-0.204	1.880	1.841	-0.381
0.008	1.964	1.964	-0.016	-0.223	1.874	1.828	-0.414	-0.204	1.877	1.838	-0.381
0.006	1.976	1.975	-0.043	-0.221	1.873	1.827	-0.411	-0.203	1.885	1.846	-0.380
-0.001	1.971	1.971	-0.052	-0.223	1.874	1.827	-0.414	-0.205	1.882	1.843	-0.383
-0.008	1.981	1.977	-0.121	-0.223	1.874	1.827	-0.414	-0.205	1.889	1.849	-0.385
-0.008	1.978	1.977	-0.049	-0.223	1.874	1.827	-0.414	-0.204	1.886	1.847	-0.383
-0.011	1.976	1.970	-0.161	-0.223	1.874	1.827	-0.414	-0.205	1.886	1.846	-0.384
