phi_u	d_u	x_u	y_u	phi_v	d_v	x_v	y_v	phi_f	d_f	x_f	y_f
0.309	1.425	1.375	0.374	-0.050	1.307	1.305	0.066	0.049	1.339	1.337	0.065
0.298	1.413	1.366	0.361	-0.050	1.307	1.305	0.066	0.048	1.325	1.324	0.063
0.298	1.413	1.366	0.361	-0.050	1.307	1.305	0.066	0.048	1.324	1.323	0.063
0.295	1.408	1.351	0.395	-0.050	1.307	1.305	0.066	0.048	1.321	1.319	0.063
0.299	1.404	1.326	0.462	-0.050	1.307	1.305	0.066	0.049	1.320	1.318	0.064
0.303	1.414	1.333	0.474	-0.050	1.307	1.305	0.066	0.048	1.328	1.326	0.064
0.305	1.412	1.338	0.450	-0.050	1.307	1.305	0.066	0.048	1.325	1.323	0.064
0.304	1.427	1.359	0.435	-0.050	1.307	1.305	0.066	0.048	1.335	1.333	0.064
0.292	1.427	1.388	0.333	-0.050	1.307	1.305	0.066	0.047	1.333	1.332	0.063
0.284	1.423	1.392	0.292	-0.050	1.307	1.305	0.066	0.047	1.329	1.328	0.062
0.273	1.420	1.392	0.278	-0.050	1.307	1.305	0.066	0.047	1.324	1.323	0.062
0.273	1.420	1.392	0.278	-0.050	1.307	1.305	0.066	0.047	1.327	1.326	0.062
0.274	1.426	1.377	0.369	-0.050	1.307	1.305	0.066	0.047	1.332	1.331	0.063
0.272	1.430	1.346	0.482	-0.050	1.307	1.305	0.066	0.049	1.338	1.336	0.065
0.275	1.440	1.357	0.479	-0.050	1.307	1.305	0.066	0.048	1.344	1.342	0.065
0.278	1.440	1.368	0.451	-0.050	1.307	1.305	0.066	0.048	1.344	1.342	0.065
0.278	1.428	1.350	0.466	-0.050	1.307	1.305	0.066	0.049	1.336	1.334	0.065
0.276	1.423	1.379	0.350	-0.050	1.307	1.305	0.066	0.047	1.330	1.329	0.063
0.270	1.421	1.385	0.318	-0.050	1.307	1.305	0.066	0.047	1.329	1.328	0.063
0.270	1.435	1.395	0.336	-0.050	1.307	1.305	0.066	0.047	1.338	1.337	0.063
0.284	1.434	1.371	0.419	-0.050	1.307	1.305	0.066	0.048	1.339	1.337	0.064
0.285	1.429	1.385	0.353	-0.050	1.307	1.305	0.066	0.047	1.335	1.334	0.063
0.280	1.433	1.389	0.349	-0.050	1.307	1.305	0.066	0.047	1.336	1.335	0.063
0.271	1.436	1.385	0.378	-0.050	1.307	1.305	0.066	0.048	1.340	1.338	0.064
0.261	1.439	1.384	0.395	-0.050	1.307	1.305	0.066	0.048	1.343	1.341	0.064
0.255	1.429	1.386	0.348	-0.050	1.307	1.305	0.066	0.047	1.334	1.333	0.063
0.252	1.418	1.370	0.367	-0.050	1.307	1.305	0.066	0.047	1.327	1.326	0.063
0.257	1.425	1.359	0.426	-0.050	1.307	1.305	0.066	0.048	1.333	1.331	0.064
0.262	1.434	1.376	0.404	-0.050	1.307	1.305	0.066	0.048	1.339	1.337	0.064
0.268	1.432	1.366	0.431	-0.050	1.307	1.305	0.066	0.048	1.339	1.337	0.064
0.269	1.434	1.366	0.434	-0.050	1.307	1.305	0.066	0.048	1.339	1.337	0.064
0.269	1.433	1.388	0.355	-0.050	1.307	1.305	0.066	0.047	1.337	1.336	0.063
0.268	1.432	1.386	0.359	-0.050	1.307	1.305	0.066	0.047	1.336	1.335	0.063
0.268	1.434	1.390	0.350	-0.050	1.307	1.305	0.066	0.047	1.337	1.336	0.063
0.268	1.432	1.378	0.389	-0.050	1.307	1.305	0.066	0.048	1.338	1.336	0.064
0.271	1.432	1.375	0.398	-0.050	1.307	1.305	0.066	0.048	1.338	1.336	0.064
0.274	1.424	1.350	0.451	-0.050	1.307	1.305	0.066	0.048	1.333	1.331	0.064
0.277	1.415	1.347	0.431	-0.050	1.307	1.305	0.066	0.048	1.326	1.324	0.064
0.277	1.405	1.354	0.373	-0.050	1.307	1.305	0.066	0.048	1.319	1.317	0.063
0.272	1.398	1.358	0.330	-0.050	1.307	1.305	0.066	0.047	1.313	1.312	0.062
0.269	1.398	1.360	0.324	-0.050	1.306	1.304	0.065	0.046	1.313	1.312	0.061
0.266	1.429	1.384	0.356	-0.048	1.306	1.304	0.063	0.045	1.325	1.324	0.060
0.266	1.429	1.384	0.356	-0.044	1.286	1.285	0.056	0.041	1.328	1.327	0.055
0.271	1.429	1.378	0.380	-0.044	1.286	1.285	0.056	0.042	1.329	1.328	0.056
0.273	1.426	1.361	0.424	-0.044	1.286	1.285	0.056	0.042	1.327	1.326	0.056
