phi_u	d_u	x_u	y_u	phi_v	d_v	x_v	y_v	phi_f	d_f	x_f	y_f
1.111	1.571	0.611	1.447	0.763	1.388	1.003	0.959	1.231	1.480	0.493	1.395
1.109	1.570	0.200	1.557	0.763	1.388	1.003	0.959	1.507	1.505	0.096	1.502
1.133	1.576	0.348	1.537	0.763	1.388	1.003	0.959	1.411	1.502	0.239	1.483
1.165	1.574	0.509	1.489	0.763	1.388	1.003	0.959	1.303	1.489	0.394	1.436
1.180	1.585	0.592	1.470	0.763	1.388	1.003	0.959	1.248	1.495	0.475	1.418
1.172	1.584	0.835	1.346	0.763	1.388	1.003	0.959	0.698	1.485	1.138	0.954
1.165	1.567	0.773	1.362	0.763	1.388	1.003	0.959	0.699	1.476	1.130	0.949
1.165	1.558	0.575	1.448	0.763	1.388	1.003	0.959	1.254	1.469	0.458	1.396
1.211	1.556	0.343	1.518	0.763	1.388	1.003	0.959	1.412	1.483	0.234	1.464
1.231	1.558	0.503	1.474	0.762	1.386	1.003	0.957	1.304	1.473	0.388	1.421
1.217	1.555	0.733	1.371	0.762	1.386	1.003	0.957	0.698	1.469	1.126	0.944
1.197	1.549	0.722	1.370	0.761	1.380	0.999	0.952	0.697	1.463	1.122	0.939
1.173	1.550	0.731	1.367	0.761	1.380	0.999	0.952	0.696	1.464	1.123	0.939
1.167	1.567	0.693	1.406	0.761	1.380	0.999	0.952	0.697	1.477	1.133	0.948
1.175	1.571	0.604	1.450	0.761	1.380	0.999	0.952	1.236	1.480	0.486	1.398
1.185	1.577	0.705	1.411	0.761	1.380	0.999	0.952	0.697	1.484	1.138	0.952
1.184	1.562	0.627	1.430	0.761	1.380	0.999	0.952	1.218	1.469	0.508	1.378
1.166	1.564	0.707	1.395	0.761	1.380	0.999	0.952	0.697	1.474	1.131	0.946
1.133	1.567	0.696	1.404	0.761	1.380	0.999	0.952	0.697	1.477	1.133	0.948
1.117	1.570	0.440	1.506	0.761	1.380	0.999	0.952	1.349	1.489	0.328	1.452
1.136	1.560	0.322	1.526	0.761	1.380	0.999	0.952	1.426	1.487	0.214	1.472
1.163	1.573	0.608	1.450	0.761	1.380	0.999	0.952	1.352	1.485	0.322	1.450
1.172	1.566	0.447	1.500	0.761	1.380	0.999	0.952	1.343	1.484	0.335	1.446
1.184	1.556	0.396	1.504	0.761	1.380	0.999	0.952	1.377	1.478	0.285	1.450
1.202	1.564	0.448	1.498	0.761	1.380	0.999	0.952	1.342	1.483	0.336	1.444
1.229	1.573	0.461	1.503	0.761	1.374	0.995	0.947	1.335	1.491	0.348	1.450
1.246	1.581	0.602	1.461	0.761	1.374	0.995	0.947	1.240	1.490	0.484	1.409
1.256	1.563	0.471	1.490	0.761	1.374	0.995	0.947	1.327	1.481	0.358	1.437
1.263	1.556	0.551	1.456	0.761	1.374	0.995	0.947	1.270	1.469	0.435	1.403
1.265	1.574	0.607	1.451	0.761	1.374	0.995	0.947	1.235	1.482	0.489	1.399
1.263	1.576	0.715	1.404	0.761	1.374	0.995	0.947	0.696	1.480	1.136	0.949
1.258	1.567	0.562	1.462	0.761	1.366	0.989	0.942	1.265	1.479	0.445	1.410
1.252	1.570	0.660	1.424	0.761	1.366	0.989	0.942	1.196	1.475	0.540	1.373
1.235	1.574	0.715	1.402	0.761	1.366	0.989	0.942	0.696	1.477	1.133	0.947
1.212	1.564	0.669	1.413	0.761	1.366	0.989	0.942	0.696	1.472	1.129	0.944
1.195	1.561	0.808	1.336	0.761	1.366	0.989	0.942	0.695	1.464	1.124	0.938
1.178	1.540	0.726	1.358	0.761	1.366	0.989	0.942	0.696	1.453	1.115	0.931
1.155	1.541	0.772	1.333	0.761	1.366	0.989	0.942	0.696	1.451	1.114	0.930
1.135	1.553	0.648	1.411	0.761	1.366	0.989	0.942	1.200	1.459	0.528	1.360
1.124	1.557	0.536	1.462	0.761	1.366	0.989	0.942	1.281	1.470	0.420	1.409
1.128	1.554	0.381	1.507	0.761	1.366	0.989	0.942	1.386	1.478	0.271	1.453
1.157	1.548	0.072	1.546	0.761	1.366	0.989	0.942	1.589	1.491	-0.027	1.491
