phi_u	d_u	x_u	y_u	phi_v	d_v	x_v	y_v	phi_f	d_f	x_f	y_f
0.720	1.917	1.447	1.256	0.606	1.821	1.497	1.037	0.564	1.838	1.554	0.982
0.707	1.912	1.426	1.274	0.606	1.821	1.497	1.037	0.564	1.836	1.552	0.981
0.703	1.910	1.426	1.270	0.606	1.821	1.497	1.037	0.564	1.834	1.550	0.980
0.708	1.905	1.404	1.287	0.606	1.821	1.497	1.037	0.564	1.832	1.548	0.979
0.723	1.903	1.395	1.295	0.606	1.820	1.497	1.036	0.564	1.831	1.547	0.979
0.744	1.897	1.273	1.406	0.606	1.820	1.496	1.036	0.565	1.830	1.546	0.980
0.777	1.900	1.255	1.427	0.606	1.820	1.496	1.036	0.566	1.827	1.542	0.979
0.784	1.901	1.339	1.350	0.606	1.820	1.496	1.036	0.565	1.831	1.547	0.980
0.789	1.908	1.317	1.380	0.606	1.820	1.496	1.036	0.565	1.836	1.551	0.983
0.796	1.908	1.255	1.436	0.606	1.820	1.496	1.036	0.566	1.838	1.552	0.985
0.810	1.916	1.237	1.463	0.606	1.820	1.496	1.036	0.566	1.845	1.558	0.989
0.826	1.915	1.208	1.486	0.606	1.820	1.496	1.036	0.566	1.845	1.558	0.989
0.845	1.914	1.170	1.515	0.606	1.820	1.496	1.036	0.566	1.846	1.558	0.990
0.866	1.912	1.096	1.567	0.606	1.820	1.496	1.036	0.567	1.848	1.559	0.992
0.875	1.914	1.238	1.460	0.606	1.820	1.496	1.036	0.565	1.844	1.557	0.988
0.873	1.914	1.352	1.355	0.605	1.818	1.496	1.034	0.563	1.839	1.555	0.982
0.867	1.915	1.343	1.364	0.605	1.818	1.496	1.034	0.564	1.840	1.555	0.983
0.857	1.918	1.369	1.343	0.603	1.817	1.496	1.031	0.562	1.840	1.557	0.981
0.851	1.922	1.398	1.320	0.603	1.817	1.496	1.031	0.562	1.842	1.559	0.982
0.839	1.918	1.330	1.382	0.603	1.817	1.496	1.031	0.563	1.842	1.558	0.983
0.828	1.904	1.300	1.391	0.603	1.798	1.481	1.020	0.562	1.827	1.546	0.974
0.819	1.919	1.305	1.407	0.603	1.798	1.481	1.020	0.562	1.838	1.555	0.979
0.804	1.928	1.333	1.393	0.603	1.798	1.481	1.020	0.562	1.843	1.560	0.982
0.791	1.937	1.424	1.313	0.603	1.798	1.481	1.020	0.561	1.846	1.563	0.982
0.783	1.932	1.386	1.345	0.603	1.798	1.481	1.020	0.562	1.843	1.560	0.982
0.799	1.913	1.213	1.479	0.603	1.798	1.481	1.020	0.562	1.845	1.561	0.983
0.799	1.913	1.213	1.479	0.603	1.798	1.481	1.020	0.563	1.837	1.554	0.980
0.812	1.912	1.215	1.476	0.603	1.798	1.481	1.020	0.562	1.836	1.553	0.979
0.838	1.916	1.156	1.527	0.603	1.798	1.481	1.020	0.563	1.840	1.556	0.983
0.846	1.913	1.210	1.482	0.603	1.779	1.466	1.009	0.562	1.832	1.550	0.976
0.852	1.908	1.222	1.464	0.603	1.779	1.466	1.009	0.562	1.827	1.546	0.973
0.861	1.912	1.252	1.445	0.603	1.779	1.466	1.009	0.562	1.829	1.548	0.974
0.875	1.898	1.182	1.485	0.603	1.779	1.466	1.009	0.562	1.821	1.541	0.971
0.883	1.908	1.235	1.453	0.603	1.779	1.466	1.009	0.562	1.826	1.545	0.973
0.889	1.907	1.215	1.470	0.604	1.772	1.459	1.006	0.563	1.824	1.543	0.973
0.891	1.913	1.288	1.415	0.604	1.772	1.459	1.006	0.562	1.826	1.545	0.974
0.883	1.918	1.301	1.409	0.604	1.772	1.459	1.006	0.562	1.829	1.547	0.975
0.880	1.903	1.183	1.490	0.604	1.772	1.459	1.006	0.563	1.822	1.541	0.973
0.882	1.905	1.102	1.553	0.604	1.772	1.459	1.006	0.564	1.827	1.544	0.976
0.885	1.915	1.183	1.505	0.604	1.772	1.459	1.006	0.563	1.831	1.548	0.977
0.878	1.930	1.367	1.362	0.604	1.772	1.459	1.006	0.562	1.835	1.553	0.977
0.863	1.934	1.487	1.236	0.604	1.772	1.459	1.006	0.561	1.833	1.552	0.975
0.845	1.935	1.482	1.244	0.604	1.772	1.459	1.006	0.561	1.834	1.553	0.976
0.823	1.932	1.545	1.160	0.604	1.772	1.459	1.006	0.560	1.830	1.550	0.972
0.800	1.928	1.540	1.159	0.604	1.763	1.452	1.001	0.560	1.825	1.546	0.969
0.786	1.919	1.470	1.233	0.604	1.763	1.452	1.001	0.561	1.821	1.542	0.968
0.774	1.913	1.388	1.317	0.602	1.762	1.451	0.998	0.560	1.819	1.541	0.966
0.765	1.917	1.330	1.381	0.602	1.762	1.451	0.998	0.561	1.824	1.545	0.970
0.744	1.912	1.448	1.249	0.602	1.762	1.451	0.998	0.560	1.816	1.539	0.964
0.710	1.909	1.477	1.209	0.602	1.761	1.451	0.998	0.559	1.813	1.537	0.961
0.710	1.899	1.348	1.337	0.602	1.761	1.451	0.998	0.560	1.811	1.534	0.962
0.720	1.892	1.286	1.387	0.602	1.761	1.451	0.998	0.561	1.808	1.531	0.961
0.735	1.895	1.315	1.364	0.602	1.761	1.451	0.998	0.560	1.808	1.532	0.961
0.755	1.904	1.280	1.409	0.602	1.761	1.451	0.998	0.561	1.816	1.538	0.966
0.771	1.903	1.206	1.471	0.602	1.761	1.451	0.998	0.561	1.818	1.539	0.968
0.782	1.911	1.264	1.432	0.602	1.761	1.451	0.998	0.561	1.821	1.542	0.969
0.807	1.920	1.202	1.496	0.602	1.761	1.451	0.998	0.562	1.824	1.544	0.972
0.807	1.920	1.202	1.496	0.602	1.761	1.451	0.998	0.562	1.824	1.544	0.972
0.825	1.934	1.318	1.415	0.602	1.761	1.451	0.998	0.561	1.836	1.555	0.976
0.840	1.929	1.304	1.421	0.602	1.761	1.451	0.998	0.561	1.833	1.552	0.975
0.845	1.923	1.328	1.391	0.602	1.761	1.451	0.998	0.561	1.828	1.548	0.972
0.837	1.922	1.366	1.351	0.602	1.761	1.451	0.998	0.560	1.825	1.546	0.970
0.836	1.911	1.246	1.449	0.602	1.761	1.451	0.998	0.561	1.823	1.543	0.970
0.840	1.908	1.190	1.491	0.603	1.745	1.437	0.990	0.562	1.817	1.538	0.968
0.842	1.905	1.258	1.430	0.603	1.745	1.437	0.990	0.562	1.812	1.534	0.965
0.833	1.915	1.336	1.371	0.603	1.745	1.437	0.990	0.561	1.816	1.538	0.966
0.821	1.926	1.395	1.328	0.603	1.726	1.422	0.979	0.559	1.817	1.540	0.964
0.812	1.929	1.422	1.303	0.603	1.726	1.422	0.979	0.559	1.818	1.541	0.964
0.805	1.918	1.334	1.377	0.603	1.726	1.422	0.979	0.560	1.813	1.536	0.963
0.806	1.908	1.323	1.374	0.603	1.726	1.422	0.979	0.560	1.806	1.530	0.959
0.814	1.905	1.264	1.425	0.603	1.726	1.422	0.979	0.560	1.806	1.530	0.960
0.822	1.896	1.210	1.460	0.603	1.726	1.422	0.979	0.561	1.802	1.526	0.959
0.820	1.902	1.302	1.387	0.603	1.726	1.422	0.979	0.560	1.803	1.528	0.958
0.816	1.897	1.310	1.372	0.603	1.726	1.422	0.979	0.560	1.799	1.524	0.956
0.818	1.915	1.348	1.360	0.603	1.726	1.422	0.979	0.560	1.810	1.534	0.961
0.823	1.915	1.351	1.357	0.603	1.726	1.422	0.979	0.560	1.810	1.534	0.961
0.829	1.906	1.284	1.408	0.603	1.726	1.422	0.979	0.560	1.806	1.530	0.960
0.835	1.900	1.328	1.359	0.603	1.726	1.422	0.979	0.560	1.801	1.526	0.956
0.836	1.896	1.340	1.341	0.603	1.726	1.422	0.979	0.560	1.797	1.523	0.954
0.827	1.899	1.351	1.334	0.603	1.726	1.422	0.979	0.560	1.798	1.524	0.955
0.820	1.909	1.389	1.310	0.603	1.726	1.422	0.979	0.559	1.805	1.530	0.958
0.815	1.910	1.286	1.412	0.603	1.726	1.422	0.979	0.560	1.809	1.533	0.961
0.817	1.896	1.235	1.438	0.603	1.726	1.422	0.979	0.561	1.801	1.525	0.958
0.815	1.902	1.340	1.350	0.603	1.726	1.422	0.979	0.560	1.802	1.527	0.957
0.813	1.896	1.355	1.327	0.603	1.726	1.422	0.979	0.560	1.797	1.523	0.954
0.814	1.896	1.286	1.393	0.603	1.726	1.422	0.979	0.560	1.799	1.524	0.956
0.811	1.898	1.308	1.375	0.603	1.726	1.422	0.979	0.560	1.800	1.525	0.956
0.806	1.906	1.396	1.297	0.603	1.726	1.422	0.979	0.559	1.802	1.527	0.956
0.805	1.912	1.443	1.254	0.603	1.726	1.422	0.979	0.559	1.805	1.530	0.957
0.799	1.910	1.412	1.285	0.603	1.726	1.422	0.979	0.559	1.804	1.529	0.957
0.792	1.912	1.394	1.309	0.603	1.726	1.422	0.979	0.560	1.807	1.531	0.959
0.780	1.918	1.423	1.285	0.603	1.726	1.422	0.979	0.559	1.810	1.534	0.960
0.775	1.914	1.317	1.389	0.603	1.726	1.422	0.979	0.560	1.811	1.534	0.962
0.775	1.906	1.316	1.379	0.603	1.726	1.422	0.979	0.560	1.806	1.530	0.959
0.775	1.895	1.304	1.375	0.603	1.726	1.422	0.979	0.560	1.798	1.523	0.955
0.775	1.882	1.334	1.328	0.603	1.726	1.422	0.979	0.560	1.788	1.515	0.949
0.779	1.893	1.320	1.357	0.603	1.726	1.422	0.979	0.560	1.796	1.522	0.954
0.781	1.901	1.291	1.395	0.603	1.726	1.422	0.979	0.560	1.803	1.527	0.958
0.791	1.901	1.333	1.355	0.603	1.726	1.422	0.979	0.560	1.801	1.526	0.956
0.798	1.908	1.304	1.393	0.604	1.728	1.423	0.982	0.561	1.808	1.531	0.962
0.811	1.902	1.197	1.478	0.604	1.728	1.423	0.982	0.562	1.807	1.529	0.963
0.821	1.894	1.201	1.465	0.604	1.729	1.423	0.982	0.562	1.802	1.525	0.960
0.825	1.896	1.254	1.423	0.604	1.729	1.423	0.982	0.562	1.802	1.525	0.960
0.830	1.895	1.280	1.397	0.604	1.729	1.423	0.982	0.561	1.799	1.523	0.958
